_id,id,name,description
6788ba25ae1bcc0ad8216898,827,Механизм трансформации,Механизм трансформации
6788ba25ae1bcc0ad8216899,254,Тематика,Какая тематика изображения на картине
6788ba25ae1bcc0ad821689a,952,Тип шлема,Тип мотошлема
6788ba25ae1bcc0ad821689b,159,Крепление нагрудника,Крепление нагрудника (товары для новорожденных)
6788ba25ae1bcc0ad821689c,432,Тематика праздника,Подарок на какой праздник
6788ba25ae1bcc0ad821689d,857,"Глубина, мм","Глубина, мм"
6788ba25ae1bcc0ad821689e,986,Усиленная конструкция,Усиленная конструкция
6788ba25ae1bcc0ad821689f,5488,Покрытие корпуса,Покрытие корпуса
6788ba25ae1bcc0ad82168a0,890,"Min входное напряжение, В",Минимальное входное напряжение
6788ba25ae1bcc0ad82168a1,1061,Наличие бака,Бак (да/нет)
6788ba25ae1bcc0ad82168a2,319,Вид сигнализатора поклёвки,Какой сигнализатор поклевки
6788ba25ae1bcc0ad82168a3,1074,Количество зубцов,Количество зубцов для грабли
6788ba25ae1bcc0ad82168a4,517,Вид мебели для детей,Вид мебели для детей
6788ba25ae1bcc0ad82168a5,1111,Крепость,Крепость трубочного табака
6788ba25ae1bcc0ad82168a6,1082,Количество колёс,Количество колёс
6788ba25ae1bcc0ad82168a7,129,На колёсиках,Наличие колесиков у чего-либо
6788ba25ae1bcc0ad82168a8,203,Кольца,Есть или нет кольца у удилища
6788ba25ae1bcc0ad82168a9,1181,Форм-фактор,Форм-фактор
6788ba25ae1bcc0ad82168aa,267,Особенности изделия,"Для глины, воска и тд"
6788ba25ae1bcc0ad82168ab,1002,Модель,Модель полотенцесушителя водяного/электрического
6788ba25ae1bcc0ad82168ac,773,Оформление стразами,Оформление стразами
6788ba25ae1bcc0ad82168ad,1023,Тип механизма замка,Тип механизма замка
6788ba25ae1bcc0ad82168ae,1172,Встроенный видеоадаптер,Встроенный видеоадаптер
6788ba25ae1bcc0ad82168af,1208,"Объём морозильной камеры, л","Объём морозильной камеры, л"
6788ba25ae1bcc0ad82168b0,511,"Толщина защитного слоя, мм","Толщина защитного слоя, мм"
6788ba25ae1bcc0ad82168b1,162,Скорость потока,Скорость потока (товары для новорожденных)
6788ba25ae1bcc0ad82168b2,738,Доступ в интернет,Доступ в интернет
6788ba25ae1bcc0ad82168b3,7430,Разрешение печати,Разрешение печати
6788ba25ae1bcc0ad82168b4,797,Тип наушников,Тип наушников
6788ba25ae1bcc0ad82168b5,582,Тип наконечника,Тип пишущего наконечника
6788ba25ae1bcc0ad82168b6,1095,Вложение в коробе,Вложение в коробе
6788ba25ae1bcc0ad82168b7,5852,Вид ленты,Вид бордюрной ленты
6788ba25ae1bcc0ad82168b8,943,Темляк,Темляк на палках лыжных
6788ba25ae1bcc0ad82168b9,330,Материал струн,У музыкальных инструментов
6788ba25ae1bcc0ad82168ba,6172,Вид,Вид
6788ba25ae1bcc0ad82168bb,6266,С выпуском,С выпуском
6788ba25ae1bcc0ad82168bc,1018,Количество розеток,Количество розеток
6788ba25ae1bcc0ad82168bd,237,Вид антенны,Где устанавливается антенна
6788ba25ae1bcc0ad82168be,751,Имитация мошонки,Имитация мошонки
6788ba25ae1bcc0ad82168bf,1220,Вид,Вид ресниц
6788ba25ae1bcc0ad82168c0,451,Регулируемая спинка,Регулируемая спинка (да/нет)
6788ba25ae1bcc0ad82168c1,262,Вид поверхности доски,Какая поверхность у школьной доски доски
6788ba25ae1bcc0ad82168c2,323,Материал шубки,Материал шубки для валика
6788ba25ae1bcc0ad82168c3,337,Количество нот,Какое количество нот у музыкального инструмента
6788ba25ae1bcc0ad82168c4,348,Количество ремней,Для музыкальных инструментов
6788ba25ae1bcc0ad82168c5,504,Проявляющийся рисунок,Проявляющийся рисунок
6788ba25ae1bcc0ad82168c6,399,"Обхват под грудью, см",Обхват под грудью бюстгальтера
6788ba25ae1bcc0ad82168c7,238,"Напряжение, В","Напряжение в вольтах, для любого предмета"
6788ba25ae1bcc0ad82168c8,112,Ширина,Ширина
6788ba25ae1bcc0ad82168c9,560,Форма наконечника,Форма наконечника
6788ba25ae1bcc0ad82168ca,547,Положение спинки,Положение спинки санок
6788ba25ae1bcc0ad82168cb,818,Тип стола,Тип стола
6788ba25ae1bcc0ad82168cc,613,"Высота посадки, см",Высота посадки для брюк
6788ba25ae1bcc0ad82168cd,268,Вид изделия,"Для глины, воска и тд"
6788ba25ae1bcc0ad82168ce,1042,Предназначение,Трость для
6788ba25ae1bcc0ad82168cf,737,Тип устройства,Тип устройства
6788ba25ae1bcc0ad82168d0,569,"Размер max, мм","Размер max, мм"
6788ba25ae1bcc0ad82168d1,615,"Длина изделия до талии, см","Длина изделия от шеи до талии, см (для одежды)"
6788ba25ae1bcc0ad82168d2,6281,"Зона покрытия, м²",Зона покрытия
6788ba25ae1bcc0ad82168d3,798,Подходит в качестве гарнитуры,Подходит в качестве гарнитуры
6788ba25ae1bcc0ad82168d4,830,Материал обивки,Материал обивки
6788ba25ae1bcc0ad82168d5,200,Количество слоёв,Количество слоёв чего либо где либо
6788ba25ae1bcc0ad82168d6,988,Количество режимов подачи воды,Количество режимов подачи воды
6788ba25ae1bcc0ad82168d7,964,Количество дисков,Количество дисков
6788ba25ae1bcc0ad82168d8,601,Раскладная мебель,Раскладная мебель
6788ba25ae1bcc0ad82168d9,590,Тип,Тип пишущей ручки
6788ba25ae1bcc0ad82168da,202,Вид,Конструкция удилища для рыбалки
6788ba25ae1bcc0ad82168db,685,"Количество строк, кругов","Количество строк, кругов у штампа"
6788ba25ae1bcc0ad82168dc,905,Тип страховочной системы,Тип страховочной системы
6788ba25ae1bcc0ad82168dd,973,Жанр игры,Жанр настольной игры
6788ba25ae1bcc0ad82168de,6099,Движение головки,Движение головки
6788ba25ae1bcc0ad82168df,678,Особенность,Особенности мешков для обуви
6788ba25ae1bcc0ad82168e0,812,Количество спальных мест,Количество спальных мест
6788ba25ae1bcc0ad82168e1,510,"Толщина, мм",Тощина любого предмета в мм
6788ba25ae1bcc0ad82168e2,579,Тип,Тип маркеров
6788ba25ae1bcc0ad82168e3,1176,Тип тетради,Тип тетради
6788ba25ae1bcc0ad82168e4,198,Вид,Способ движения
6788ba25ae1bcc0ad82168e5,1290,"Время горения, ч","Время горения, ч"
6788ba25ae1bcc0ad82168e6,1089,Тип крышки,Тип крышки
6788ba25ae1bcc0ad82168e7,1147,Беспроводное соединение,Беспроводное соединение (да/нет)
6788ba25ae1bcc0ad82168e8,5709,Назначение,Назначение
6788ba25ae1bcc0ad82168e9,917,Высота ёлки,Размер ёлки
6788ba25ae1bcc0ad82168ea,997,Тип установки мойки,Тип установки мойки
6788ba25ae1bcc0ad82168eb,489,Состояние пластинки,Состояние виниловой пластинки
6788ba25ae1bcc0ad82168ec,1280,Особенности,Особенности пенала
6788ba25ae1bcc0ad82168ed,5614,Вид светодиода,Вид светодиода гирлянды
6788ba25ae1bcc0ad82168ee,305,Класс,Какого класса бумага
6788ba25ae1bcc0ad82168ef,1029,Состав пряжи,Состав пряжи
6788ba25ae1bcc0ad82168f0,515,Вид,Какая кукла
6788ba25ae1bcc0ad82168f1,1256,Святые,Святые
6788ba25ae1bcc0ad82168f2,1000,Тип подключения,Тип подключения подводки газ
6788ba25ae1bcc0ad82168f3,1245,Отделка пакета,Отделка пакета
6788ba25ae1bcc0ad82168f4,1211,"Длина ремня, см","Длина ремня, см"
6788ba25ae1bcc0ad82168f5,706,Назначение миксера,Назначение миксера
6788ba25ae1bcc0ad82168f6,1230,Отверстие для темляка,Отверстие для темляка
6788ba25ae1bcc0ad82168f7,516,Вид,Вид игрушечного оружия
6788ba25ae1bcc0ad82168f8,571,Коллекция,Коллекция свечей
6788ba25ae1bcc0ad82168f9,1294,Размер,Размер чемодана
6788ba25ae1bcc0ad82168fa,958,Год релиза,Год релиза
6788ba25ae1bcc0ad82168fb,882,Съёмная ручка,Съёмная ручка
6788ba25ae1bcc0ad82168fc,694,Вид шара,Вид воздушного шара
6788ba25ae1bcc0ad82168fd,955,Застёжка мотошлема,Застёжка мотошлема
6788ba25ae1bcc0ad82168fe,274,Вид лезвия,Какое лезвие используется
6788ba25ae1bcc0ad82168ff,4808,"Мин. температура воды в контуре отопления, °С","Минимальная температура воды в контуре отопления, °С"
6788ba25ae1bcc0ad8216900,1304,Тип,Тип (универсальный)
6788ba25ae1bcc0ad8216901,163,Возрастная группа,Возрастная группа для автокресла
6788ba25ae1bcc0ad8216902,801,Тип,Тип колонки
6788ba25ae1bcc0ad8216903,1302,Тип ежедневника,Тип ежедневника
6788ba25ae1bcc0ad8216904,223,"Ширина, мм",Ширина любого предмета в мм
6788ba25ae1bcc0ad8216905,1103,Размер трости,Размер трости
6788ba25ae1bcc0ad8216906,669,Покрытие,Покрытие шайбы
6788ba25ae1bcc0ad8216907,833,Длина спального места,Длина спального места
6788ba25ae1bcc0ad8216908,362,Пушап,Пушап (есть - нет)
6788ba25ae1bcc0ad8216909,752,С пультом ДУ,С пультом ДУ
6788ba25ae1bcc0ad821690a,688,Особенности,Особенность бейджа
6788ba25ae1bcc0ad821690b,1288,Материал листов,Материал листову у фотоальбомов
6788ba25ae1bcc0ad821690c,594,Цвет стержня,Цвет стержня
6788ba25ae1bcc0ad821690d,460,Мензура,Мензура (для муз. инструментов)
6788ba25ae1bcc0ad821690e,499,Вид,Вид принадлежности для ванны
6788ba25ae1bcc0ad821690f,265,Основание клейкой ленты,Какое основание у клейкой ленты
6788ba25ae1bcc0ad8216910,851,Вид топлива,Вид топлива
6788ba25ae1bcc0ad8216911,5642,Датчики,Датчики
6788ba25ae1bcc0ad8216912,1076,"Диаметр черенка, см","Диаметр черенка, см"
6788ba25ae1bcc0ad8216913,893,"Диаметр втулки, мм","Диаметр втулки,мм"
6788ba25ae1bcc0ad8216914,1318,Толщина обечайки барабана,Толщина обечайки барабана
6788ba25ae1bcc0ad8216915,993,Тип фильтра,Тип фильтров для воды
6788ba25ae1bcc0ad8216916,326,Количество датчиков,Для парктроника
6788ba25ae1bcc0ad8216917,568,"Размер min, мм","Размер min, мм"
6788ba25ae1bcc0ad8216918,655,Отложенный старт,Отложенный старт
6788ba25ae1bcc0ad8216919,1139,Окружность на 5 см ниже колена,Окружность на 5 см ниже колена
6788ba25ae1bcc0ad821691a,413,"Диагональ экрана, дюйм",Какая диагональ у телевизоров
6788ba25ae1bcc0ad821691b,649,Складная ручка,Складная ручка
6788ba25ae1bcc0ad821691c,1223,Изгиб ресниц,Изгиб ресниц
6788ba25ae1bcc0ad821691d,1225,Декор на ресницах,Декор на ресницах
6788ba25ae1bcc0ad821691e,925,Тип запуска,Тип запуска
6788ba25ae1bcc0ad821691f,656,Мультиповар,Мультиповар
6788ba25ae1bcc0ad8216920,421,Объёмное звучание,Объёмное звучание
6788ba25ae1bcc0ad8216921,5388,"Объём графина/штофа, л","Объём графина/штофа, л"
6788ba25ae1bcc0ad8216922,2411,RDS (PS/PTY/EON),RDS (PS/PTY/EON)
6788ba25ae1bcc0ad8216923,835,Наличие зеркала,Наличие зеркала
6788ba25ae1bcc0ad8216924,141,На молнии,Молния (есть/нет)
6788ba25ae1bcc0ad8216925,122,Сезонность,Сезонность
6788ba25ae1bcc0ad8216926,648,Ионизация,Ионизация
6788ba25ae1bcc0ad8216927,570,"Диаметр вкладыша, мм","Диаметр вкладыша,мм"
6788ba25ae1bcc0ad8216928,923,"Активная мощность, кВт","Активная мощность, кВт"
6788ba25ae1bcc0ad8216929,1026,Цвет бегущей строки,Цвет бегущей строки
6788ba25ae1bcc0ad821692a,434,Вид дерева,Из какого дерева сделано изделие
6788ba25ae1bcc0ad821692b,995,Количество выходов коллектора,Количество выходов коллектора
6788ba25ae1bcc0ad821692c,1320,Количество постов (гнёзд),Количество постов
6788ba25ae1bcc0ad821692d,901,Первая струна,Толщина первой струны
6788ba25ae1bcc0ad821692e,1014,Количество модулей,Количество модулей (для модульных картин и часов) и электрических шкафов
6788ba25ae1bcc0ad821692f,3365,Сварка алюминия,Сварка алюминия
6788ba25ae1bcc0ad8216930,1125,Особенности смесителей,Особенности смесителей
6788ba25ae1bcc0ad8216931,928,Тип ,Тип шин гироскутера и сигвея
6788ba25ae1bcc0ad8216932,465,Материал накладки грифа,Материал накладки грифа
6788ba25ae1bcc0ad8216933,449,Вид обода,Вид обода
6788ba25ae1bcc0ad8216934,520,Водонепроницаемость,Для наручных часов
6788ba25ae1bcc0ad8216935,1798,Форма наконечника,Форма наконечника пинцета
6788ba25ae1bcc0ad8216936,8173,Скорость,Скорость
6788ba25ae1bcc0ad8216937,1560,Вид туалета,Вид туалета для животных
6788ba25ae1bcc0ad8216938,1587,"Высота подъёма воды, м",Высота подъёма воды в метрах
6788ba25ae1bcc0ad8216939,1898,"Увеличение, крат","Увеличение, крат"
6788ba25ae1bcc0ad821693a,2285,"Расстояние между дугами, м","Расстояние между дугами, м"
6788ba25ae1bcc0ad821693b,2080,Количество зажимов бигуди,Количество зажимов бигуди
6788ba25ae1bcc0ad821693c,2128,Особенность,Особенность модели обуви
6788ba25ae1bcc0ad821693d,1691,Тип рисунка,Тип рисунка для столовых приборов и кухонной утвари
6788ba25ae1bcc0ad821693e,2299,Внутренняя отделка сейфа,Внутренняя отделка сейфа
6788ba25ae1bcc0ad821693f,7098,Вид,Вид товара (для зоотоваров)
6788ba25ae1bcc0ad8216940,2196,Вид спорта,Вид спорта для одежды и обуви
6788ba25ae1bcc0ad8216941,1750,Свисток,Свисток (да/нет)
6788ba25ae1bcc0ad8216942,2108,"Полезная мощность (охлаждение), Вт","Полезная мощность охлаждения,Вт"
6788ba25ae1bcc0ad8216943,7768,Тип,Тип овощечистки
6788ba25ae1bcc0ad8216944,1831,Диаметр резьбы,Диаметр резьбы
6788ba25ae1bcc0ad8216945,2182,"Кол-во ходов на х/х, об/мин","Количество ходов на холостом, об/мин"
6788ba25ae1bcc0ad8216946,1552,Сложность головоломки,Сложность головоломки
6788ba25ae1bcc0ad8216947,1589,Материал крючка,Материал крючка
6788ba25ae1bcc0ad8216948,1883,"Диаметр соед.труб, мм","Диаметр соединительных труб, мм"
6788ba25ae1bcc0ad8216949,1558,Типоразмер батареек,Типоразмер батареек
6788ba25ae1bcc0ad821694a,1811,"Обслуживаемая площадь, м²","Обслуживаемая площадь, м²"
6788ba25ae1bcc0ad821694b,2038,Ночной режим подсветки,Ночной режим подсветки (да/нет)
6788ba25ae1bcc0ad821694c,4755,Вид книги,Вид книги (книжки с наклейками)
6788ba25ae1bcc0ad821694d,2204,Возможность проф. чистки,Возможность профессиональной чистки (да/нет)
6788ba25ae1bcc0ad821694e,5835,"Масса тонера, г","Масса тонера, г"
6788ba25ae1bcc0ad821694f,1963,Тип крепления,Тип крепления для велосипеда
6788ba25ae1bcc0ad8216950,790,Тип питания,Тип питания
6788ba25ae1bcc0ad8216951,5673,Эластичная строчка,Эластичная строчка
6788ba25ae1bcc0ad8216952,6077,Бесконтактный,Бесконтактный
6788ba25ae1bcc0ad8216953,764,Количество отделений,Количество отделений (Число)
6788ba25ae1bcc0ad8216954,2276,"Диаметр клумбы, см","Диаметр клумбы, см"
6788ba25ae1bcc0ad8216955,2152,Конструкция двигателя,Конструкция двигателя
6788ba25ae1bcc0ad8216956,2040,"Диаметр мела, мм","Диаметр мела, мм"
6788ba25ae1bcc0ad8216957,6267,Тип,Тип гофры
6788ba25ae1bcc0ad8216958,2385,Обработка паром,Обработка паром (да/нет)
6788ba25ae1bcc0ad8216959,2025,Тип двигателя,Тип двигателя
6788ba25ae1bcc0ad821695a,1742,"Расстояние между прутьями, мм","Расстояние между прутьями, мм"
6788ba25ae1bcc0ad821695b,1682,Тип крепления,Тип крепления прицела
6788ba25ae1bcc0ad821695c,2172,"Глубина обработки, мм","Глубина обработки, мм"
6788ba25ae1bcc0ad821695d,1431,Вид,Вид стелек
6788ba25ae1bcc0ad821695e,1595,С голографией,С голографией
6788ba25ae1bcc0ad821695f,2082,Вид,Вид кельмы (мастерка)
6788ba25ae1bcc0ad8216960,2357,Материал полок,Материал полок
6788ba25ae1bcc0ad8216961,2259,Область применения,Область применения средств от болезней растений
6788ba25ae1bcc0ad8216962,1422,Вид экипировки,Вид хоккейной экипировки
6788ba25ae1bcc0ad8216963,1415,Прорезиненная ручка,Прорезиненная ручка (да/нет)
6788ba25ae1bcc0ad8216964,2054,Тип,Тип полотенцедержателя
6788ba25ae1bcc0ad8216965,2332,Вид,Вид двери для бани
6788ba25ae1bcc0ad8216966,1368,Фактура,Фактура холста
6788ba25ae1bcc0ad8216967,1749,Контейнер,Контейнер (Да/Нет)
6788ba25ae1bcc0ad8216968,2006,"Мощность, Вт/м²","Мощность, Вт/кв.м"
6788ba25ae1bcc0ad8216969,2313,Свойство линера,Свойство линера
6788ba25ae1bcc0ad821696a,1692,Тип,Тип иглы
6788ba25ae1bcc0ad821696b,2366,"Типоразмер цилиндра, мм","Типоразмер цилиндра, мм"
6788ba25ae1bcc0ad821696c,1705,Тип рисунка,Тип рисунка для банных принадлежностей
6788ba25ae1bcc0ad821696d,1463,Наличие чехла,Чехол (да/нет)
6788ba25ae1bcc0ad821696e,1782,"Внутренний диаметр, мм","Внутренний диаметр, мм"
6788ba25ae1bcc0ad821696f,1829,Тип печати,Тип печати
6788ba25ae1bcc0ad8216970,5389,Тип,Тип кабеля для электроники
6788ba25ae1bcc0ad8216971,1550,Вид военной техники,Вид военной техники (игрушки)
6788ba25ae1bcc0ad8216972,2321,"Объём бака, л","Объём бака, л"
6788ba25ae1bcc0ad8216973,1644,"Длина механизма, мм","Длина механизма, мм"
6788ba25ae1bcc0ad8216974,1841,Количество групп элементов,Количество групп элементов
6788ba25ae1bcc0ad8216975,1694,Изогнутая форма,Изогнутая форма (да/нет)
6788ba25ae1bcc0ad8216976,1614,Покрытие экрана,Покрытие экрана
6788ba25ae1bcc0ad8216977,1606,Назначение,Назначение кистей для макияжа
6788ba25ae1bcc0ad8216978,2057,Кол-во температурных режимов,Количество температурных режимов
6788ba25ae1bcc0ad8216979,1940,"Максимальная скорость, км/ч",Максимальная скорость
6788ba25ae1bcc0ad821697a,1984,Тип,Тип (системы и шатуны)
6788ba25ae1bcc0ad821697b,1755,Тип,Тип источника бесперебойного питания
6788ba25ae1bcc0ad821697c,2063,Вид,Вид лекала
6788ba25ae1bcc0ad821697d,2168,"Посадочный диаметр диска, мм","Посадочный диаметр пильного диска, мм"
6788ba25ae1bcc0ad821697e,1602,Твёрдость,"Твёрдость (для пастели, угля, мела, сепии, сангина)"
6788ba25ae1bcc0ad821697f,1913,Виброотдача,Виброотдача (да/нет)
6788ba25ae1bcc0ad8216980,2147,Вид,Вид приспособления по уходу за кожей
6788ba25ae1bcc0ad8216981,1662,"Площадь обогрева, м²","Площадь обогрева, кв.м"
6788ba25ae1bcc0ad8216982,2015,"Рабочее давление, МПа","Рабочее давление, МПа"
6788ba25ae1bcc0ad8216983,1990,С тормозными рычагами,С тормозными рычагами (Да/Нет)
6788ba25ae1bcc0ad8216984,1880,"Выход сусла за один цикл, л","Выход сусла за один цикл, л"
6788ba25ae1bcc0ad8216985,2116,Тип загрузки,Тип загрузки
6788ba25ae1bcc0ad8216986,1776,Вид,Вид шкафа
6788ba25ae1bcc0ad8216987,1975,Тип,Тип втулки и эксцентрика
6788ba25ae1bcc0ad8216988,1718,Страна-разработчик ,Страна разработчик  (Для репродукций и копий исторических предметов)
6788ba25ae1bcc0ad8216989,7218,Вид,Вид товара (комплектующие для термоса)
6788ba25ae1bcc0ad821698a,1603,Тип,"Тип карандашей по форме (Карандаш, грифель, мелок)"
6788ba25ae1bcc0ad821698b,1664,Тип,Тип ведра для мусора
6788ba25ae1bcc0ad821698c,2183,Вид,Вид одежды для плавания
6788ba25ae1bcc0ad821698d,1942,Назначение,Назначение (ОЗОН)
6788ba25ae1bcc0ad821698e,1992,Вид,Вид информационного оборудования
6788ba25ae1bcc0ad821698f,2296,"Количество ПУ, шт.","Количество ПУ, шт."
6788ba25ae1bcc0ad8216990,2275,Вид,Вид одноразового контейнера
6788ba25ae1bcc0ad8216991,2397,Вид,Вид противотуманной фары
6788ba25ae1bcc0ad8216992,1920,Диафрагма,Диафрагма
6788ba25ae1bcc0ad8216993,1522,Уровень спорта,Уровень спорта
6788ba25ae1bcc0ad8216994,2140,Группа роста,Группа роста ребенка у мебели (по госту)
6788ba25ae1bcc0ad8216995,1685,Срок использования,Срок использования
6788ba25ae1bcc0ad8216996,1967,Тип,Тип звонка для велосипеда
6788ba25ae1bcc0ad8216997,1786,Тип силуэта,Тип силуэта
6788ba25ae1bcc0ad8216998,1403,Назначение,Назначение пищеввых пакетов
6788ba25ae1bcc0ad8216999,2333,"Толщина подушки на сиденье, мм","Толщина подушки на сиденье, мм"
6788ba25ae1bcc0ad821699a,2099,"Мощность при обогреве, Вт","Мощность при обогреве, Вт"
6788ba25ae1bcc0ad821699b,1929,Особенности,Особенности 1 (ОЗОН)
6788ba25ae1bcc0ad821699c,1548,Назначение спецтехники,Назначение спецтехники (игрушки)
6788ba25ae1bcc0ad821699d,2035,Особенности,"Особенности конвертов, открыток"
6788ba25ae1bcc0ad821699e,2198,Можно отбеливать,Можно отбеливать (да/нет)
6788ba25ae1bcc0ad821699f,2159,Вид резинки,Вид резинки для волос
6788ba25ae1bcc0ad82169a0,1679,"Производительность, л/ч","Производительность, л/ч"
6788ba25ae1bcc0ad82169a1,1952,Двусторонний,Двусторонний (да/нет)
6788ba25ae1bcc0ad82169a2,1950,Наличие розетки,Наличие розетки (да/нет)
6788ba25ae1bcc0ad82169a3,1900,"Диаметр трубки холодильника, мм","Диаметр трубки холодильника, мм"
6788ba25ae1bcc0ad82169a4,2220,"Диаметр колеса, мм","Диаметр колеса, мм"
6788ba25ae1bcc0ad82169a5,2127,Основа для кулона,Основа для кулона
6788ba25ae1bcc0ad82169a6,1959,Противоугонный замок,Противоугонный замок  (Да/Нет)
6788ba25ae1bcc0ad82169a7,1549,Вид транспорта,Вид транспорта
6788ba25ae1bcc0ad82169a8,1762,Подключение нагрузки,Подключение нагрузки
6788ba25ae1bcc0ad82169a9,1474,"Напряжение, В","Напряжение, В (значение справочника) от X до Y, В"
6788ba25ae1bcc0ad82169aa,1616,Разъёмы подключения,Разъёмы подключения
6788ba25ae1bcc0ad82169ab,1613,Вид устройства,Вид устройства (Машинки для маникюра и педикюра)
6788ba25ae1bcc0ad82169ac,1800,Размер спального места,Размер спального места кровати
6788ba25ae1bcc0ad82169ad,1629,Тип,Тип светильника
6788ba25ae1bcc0ad82169ae,1828,Поверхность,Поверхность (ОЗОН)
6788ba25ae1bcc0ad82169af,1779,"Размер ячейки, мм","Размер ячейки (А х В), мм"
6788ba25ae1bcc0ad82169b0,2098,"Мощность при охлаждении, Вт","Мощность при охлаждении, Вт"
6788ba25ae1bcc0ad82169b1,1460,Вид,Вид аксессуаров по уходу за волосами
6788ba25ae1bcc0ad82169b2,1804,"Резервуар моющего средства, л","Резервуар моющего средства, л"
6788ba25ae1bcc0ad82169b3,2178,"Глубина пропила в алюминии, мм","Глубина пропила в алюминии, мм"
6788ba25ae1bcc0ad82169b4,2073,"Диаметр выходного отверстия, мм","Диаметр выходного отверстия, мм"
6788ba25ae1bcc0ad82169b5,4038,STARLOCK,STARLOCK
6788ba25ae1bcc0ad82169b6,1546,Вид службы,Вид службы (для игрушек)
6788ba25ae1bcc0ad82169b7,1349,Наличие шкатулки,Наличие шкатулки у зеркала
6788ba25ae1bcc0ad82169b8,1816,Назначение,Назначение сумки
6788ba25ae1bcc0ad82169b9,1619,Быстросъёмное крепление,Быстросъёмное крепление (Да/Нет)
6788ba25ae1bcc0ad82169ba,1836,Класс карты памяти,Класс карты памяти
6788ba25ae1bcc0ad82169bb,2393,Материал ножек,Материал ножек
6788ba25ae1bcc0ad82169bc,1788,Окуляр 1,Окуляр 1
6788ba25ae1bcc0ad82169bd,1523,"Ширина ленты, см","Ширина ленты, см (Не для свойства цельного предмета, для уточнения деталей, например ширина ленты рулетки)"
6788ba25ae1bcc0ad82169be,2274,"Размер, мм",Любой размер А х B в мм
6788ba25ae1bcc0ad82169bf,1877,"Межзрачковое расстояние, мм","Межзрачковое расстояние, мм"
6788ba25ae1bcc0ad82169c0,8101,Вид,Вид товара (Вилки и амортизаторы)
6788ba25ae1bcc0ad82169c1,1458,Тип,Тип коврика
6788ba25ae1bcc0ad82169c2,5561,Назначение,Назначение
6788ba25ae1bcc0ad82169c3,1848,Тип соковыжималки,Тип соковыжималки
6788ba25ae1bcc0ad82169c4,1862,Форма фильтра,Форма фильтра
6788ba25ae1bcc0ad82169c5,1535,PCD,Крепеж PCD
6788ba25ae1bcc0ad82169c6,1697,Вид ключа,Вид ключа (инструменты)
6788ba25ae1bcc0ad82169c7,2388,Возможность дозагрузки белья,Возможность дозагрузки белья (да/нет)
6788ba25ae1bcc0ad82169c8,1583,Тип терморегулятора,Тип терморегулятора для аквариума
6788ba25ae1bcc0ad82169c9,2232,"Максимальная температура, °C",Максимальная температура (чек-бокс)
6788ba25ae1bcc0ad82169ca,2171,Антивибрационная система,Антивибрационная система (да/нет)
6788ba25ae1bcc0ad82169cb,2121,Живая земляника,Используется для шильдика и для примечания
6788ba25ae1bcc0ad82169cc,2157,Вид пасты,Вид пасты для декорирования
6788ba25ae1bcc0ad82169cd,2150,Тип,Тип вспомогательных художественных материалов
6788ba25ae1bcc0ad82169ce,1924,Тип сенсора,Тип сенсора мыши
6788ba25ae1bcc0ad82169cf,1585,Тип распылителя,Тип распылителя для компрессора
6788ba25ae1bcc0ad82169d0,7809,Адресат,Адресат
6788ba25ae1bcc0ad82169d1,2302,Отделение под патроны,Отделение под патроны (да/нет)
6788ba25ae1bcc0ad82169d2,1398,С резьбой,Резьба
6788ba25ae1bcc0ad82169d3,4162,Run Flat,Run Flat
6788ba25ae1bcc0ad82169d4,1447,"Глубина пропила, мм","Глубина пропила, мм"
6788ba25ae1bcc0ad82169d5,1866,Функции фильтра,Функции фильтра
6788ba25ae1bcc0ad82169d6,2389,Звуковой сигнал окончания стирки,Звуковой сигнал окончания стирки (да/нет)
6788ba25ae1bcc0ad82169d7,7623,Вид,Вид товара (Бондарные изделия)
6788ba25ae1bcc0ad82169d8,1753,С триммером,С триммером (да/нет)
6788ba25ae1bcc0ad82169d9,2218,"Высота руля, см","Высота руля, см"
6788ba25ae1bcc0ad82169da,2235,Фактура бумаги,Фактура бумаги
6788ba25ae1bcc0ad82169db,2214,Вид очков,Вид карнавальных очков
6788ba25ae1bcc0ad82169dc,1371,Вид ,"Вид колготок, носков, чулков"
6788ba25ae1bcc0ad82169dd,2370,Число граней,Число граней
6788ba25ae1bcc0ad82169de,1434,Вид,Вид ленты
6788ba25ae1bcc0ad82169df,1915,Количество ёмкостей,Количество ёмкостей
6788ba25ae1bcc0ad82169e0,1966,Количество функций,Количество функций
6788ba25ae1bcc0ad82169e1,2345,"Максимальная высота среза, мм","Максимальная высота среза, мм"
6788ba25ae1bcc0ad82169e2,2303,Тайник,Тайник (да/нет)
6788ba25ae1bcc0ad82169e3,2109,"Полезная мощность (обогрев), Вт","Полезная мощность обогрева, Вт"
6788ba25ae1bcc0ad82169e4,1378,Основа,Основа обоев (по материалу и виду)
6788ba25ae1bcc0ad82169e5,1561,Форма миски,Форма миски для животных
6788ba25ae1bcc0ad82169e6,2273,Вид хлопушки,Вид хлопушки
6788ba25ae1bcc0ad82169e7,2149,Вид живописи,Вид живописи
6788ba25ae1bcc0ad82169e8,1334,Размер ручки кисти,Размер ручки кисти 
6788ba25ae1bcc0ad82169e9,1923,Насадка микроскопа,Насадка микроскопа
6788ba25ae1bcc0ad82169ea,1780,"Диаметр каната, мм","Диаметр каната, мм"
